method,train_window,eval_window,direction,accuracy,precision,recall,f1,source_file,run_ts
upper_baseline,2024_M01-02,2024_M03-04,forward,0.6800723000451875,0.6735015772870663,0.7439024390243902,0.706953642384106,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M01-02,2023_M11-12,backward_1p,0.718078381795196,0.7347670250896058,0.733015494636472,0.733890214797136,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M01-02,2023_M07-08,backward_3p,0.6962384669978708,0.6989795918367347,0.7405405405405405,0.7191601049868767,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M01-02,2023_M03-04,backward_5p,0.6929133858267716,0.7065217391304348,0.7222222222222222,0.7142857142857143,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M01-02,2023_M01-02,backward_6p,0.7076923076923077,0.7245841035120147,0.716636197440585,0.7205882352941176,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M03-04,2024_M05-06,forward,0.6650943396226415,0.6584205518553758,0.7680355160932297,0.7090163934426229,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M03-04,2024_M01-02,backward_1p,0.7228464419475655,0.7287173666288309,0.7579693034238488,0.7430555555555556,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M03-04,2023_M09-10,backward_3p,0.7162576687116564,0.7205479452054795,0.7601156069364162,0.739803094233474,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M03-04,2023_M05-06,backward_5p,0.7182203389830508,0.7430093209054593,0.7303664921465969,0.7366336633663366,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M03-04,2023_M03-04,backward_6p,0.6899606299212598,0.7110694183864915,0.7018518518518518,0.706430568499534,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M05-06,2024_M07-08,forward,0.6501436781609196,0.6507731958762887,0.7004160887656034,0.6746826987307949,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M05-06,2024_M03-04,backward_1p,0.7306823316764574,0.7204472843450479,0.7857142857142857,0.7516666666666667,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M05-06,2023_M11-12,backward_3p,0.7155499367888748,0.7334933973589436,0.7282479141835518,0.7308612440191388,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M05-06,2023_M07-08,backward_5p,0.6749467707594038,0.6850393700787402,0.7054054054054054,0.6950732356857523,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M05-06,2023_M05-06,backward_6p,0.702683615819209,0.7289719626168224,0.7146596858638743,0.7217448777263714,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2024_M07-08,2024_M09-10,forward,0.6779431664411367,0.6844660194174758,0.7230769230769231,0.7032418952618454,metrics_log__RUN_20250821-113814.csv,20250821-113814
upper_baseline,2024_M07-08,2024_M05-06,backward_1p,0.6992924528301887,0.6949152542372882,0.7735849056603774,0.7321428571428571,metrics_log__RUN_20250821-113814.csv,20250821-113814
upper_baseline,2024_M07-08,2024_M01-02,backward_3p,0.737203495630462,0.7578692493946732,0.7390791027154664,0.7483562462641961,metrics_log__RUN_20250821-113814.csv,20250821-113814
upper_baseline,2024_M07-08,2023_M09-10,backward_5p,0.7116564417177914,0.7146739130434783,0.7601156069364162,0.7366946778711485,metrics_log__RUN_20250821-113814.csv,20250821-113814
upper_baseline,2024_M07-08,2023_M07-08,backward_6p,0.709013484740951,0.7176781002638523,0.7351351351351352,0.7263017356475301,metrics_log__RUN_20250821-113814.csv,20250821-113814
upper_baseline,2024_M09-10,2024_M11-12,forward,0.6643454038997214,0.6772486772486772,0.6826666666666666,0.6799468791500664,metrics_log__RUN_20250821-113814.csv,20250821-113814
upper_baseline,2024_M09-10,2024_M07-08,backward_1p,0.709051724137931,0.7030848329048843,0.7586685159500693,0.7298198799199467,metrics_log__RUN_20250821-113814.csv,20250821-113814
upper_baseline,2024_M09-10,2024_M03-04,backward_3p,0.7342973339358337,0.7317880794701986,0.7700348432055749,0.7504244482173175,metrics_log__RUN_20250821-113814.csv,20250821-113814
upper_baseline,2024_M09-10,2023_M11-12,backward_5p,0.706700379266751,0.7213695395513577,0.7282479141835518,0.7247924080664294,metrics_log__RUN_20250821-113814.csv,20250821-113814
upper_baseline,2024_M09-10,2023_M09-10,backward_6p,0.7101226993865031,0.7211267605633803,0.7398843930635838,0.7303851640513552,metrics_log__RUN_20250821-113814.csv,20250821-113814
