train_window,eval_window,direction,accuracy,precision,recall,f1
2023_M11-12,2023_M01-02,backward_5p,0.6923076923076923,0.7067395264116576,0.7093235831809872,0.708029197080292
2023_M11-12,2022_M11-12,backward_6p,0.6938388625592417,0.7253787878787878,0.6827094474153298,0.7033976124885216
2024_M01-02,2024_M03-04,forward,0.6963398102123813,0.6913183279742765,0.7491289198606271,0.7190635451505016
2024_M01-02,2023_M11-12,backward_1p,0.7269279393173198,0.7612323491655969,0.7067938021454112,0.7330037082818294
2024_M01-02,2023_M07-08,backward_3p,0.7104329311568488,0.7161458333333334,0.7432432432432432,0.7294429708222812
2024_M01-02,2023_M03-04,backward_5p,0.6761811023622047,0.7048543689320388,0.6722222222222223,0.6881516587677725
2024_M01-02,2023_M01-02,backward_6p,0.6913461538461538,0.714828897338403,0.6873857404021938,0.700838769804287
2024_M03-04,2024_M05-06,forward,0.6527122641509434,0.6621621621621622,0.7069922308546059,0.6838432635534085
2024_M03-04,2024_M01-02,backward_1p,0.764669163545568,0.7784360189573459,0.7756788665879575,0.7770549970431697
2024_M03-04,2023_M09-10,backward_3p,0.7346625766871165,0.7436619718309859,0.7630057803468208,0.7532097004279601
2024_M03-04,2023_M05-06,backward_5p,0.71045197740113,0.7478991596638656,0.6989528795811518,0.7225981055480379
2024_M03-04,2023_M03-04,backward_6p,0.6732283464566929,0.7122448979591837,0.6462962962962963,0.6776699029126214
2024_M05-06,2024_M07-08,forward,0.6451149425287356,0.6619115549215406,0.6435506241331485,0.6526019690576652
2024_M05-06,2024_M03-04,backward_1p,0.7577948486217804,0.7751798561151079,0.7508710801393729,0.7628318584070797
2024_M05-06,2023_M11-12,backward_3p,0.7300884955752213,0.7901408450704225,0.6686531585220501,0.724338282763073
2024_M05-06,2023_M07-08,backward_5p,0.6827537260468417,0.7250384024577573,0.6378378378378379,0.6786484543493889
2024_M05-06,2023_M05-06,backward_6p,0.7076271186440678,0.7643504531722054,0.662303664921466,0.7096774193548387
